cpd:C00001	H2O; Water
ko:K20614	ldi; linalool dehydratase / geraniol isomerase [EC:4.2.1.127 5.4.4.4]
ko:K20615	vioD; capreomycidine synthase [EC:4.2.1.145]
ko:K20616	lyeJ; lycopene elongase/1,2-hydratase
ko:K20617	CYP71A; cytochrome P450 family 71 subfamily A
ko:K20618	CYP76A; cytochrome P450 family 76 subfamily A
ko:K20619	CYP78A; cytochrome P450 family 78 subfamily A
ko:K20620	CYP81B1; fatty acid hydroxylase
ko:K20621	CYP82Y1; N-methylcanadine 1-hydroxylase
ko:K20622	CYP87D16; beta-amyrin 16alpha-hydroxylase
ko:K20623	CYP92A6; typhasterol/6-deoxotyphasterol 2alpha-hydroxylase
ko:K20624	CYP94C1; 12-hydroxyjasmonoyl-L-isoleucine oxidase / fatty acid hydroxylase [EC:1.14.-.-]
ko:K20625	ahy; acetylene hydratase [EC:4.2.1.112]
ko:K20626	lcdA; lactoyl-CoA dehydratase subunit alpha [EC:4.2.1.54]
ko:K20627	lcdB; lactoyl-CoA dehydratase subunit beta [EC:4.2.1.54]
ko:K20628	exlX; expansin
ko:K20629	ABR; active breakpoint cluster region-related protein
ko:K20630	CHN1_2, ARHGAP2_3; chimaerin
ko:K20631	ARHGAP6; Rho GTPase-activating protein 6
ko:K20632	DLC; deleted in liver cancer protein
ko:K20633	ARHGAP8, BPGAP1; Rho GTPase-activating protein 8
ko:K20634	ARHGAP9; Rho GTPase-activating protein 9
ko:K20635	ARHGAP11; Rho GTPase-activating protein 11
ko:K20636	ARHGAP12_27; Rho GTPase-activating protein 12/27
ko:K20637	ARHGAP15; Rho GTPase-activating protein 15
ko:K20638	ARHGAP17, RICH1; Rho GTPase-activating protein 17
ko:K20639	ARHGAP18_28_40; Rho GTPase-activating protein 18/28/40
ko:K20640	ARHGAP19; Rho GTPase-activating protein 19
ko:K20641	ARHGAP20; Rho GTPase-activating protein 20
ko:K20642	ARHGAP22_24_25; Rho GTPase-activating protein 22/24/25
ko:K20643	RGD1; Rho GTPase-activating protein RGD1
ko:K20644	ARHGAP29_45; Rho GTPase-activating protein 29/45
ko:K20645	ARHGAP30; Rho GTPase-activating protein 30
ko:K20646	ARHGAP31, CDGAP; Rho GTPase-activating protein 31
ko:K20647	ARHGAP32; Rho GTPase-activating protein 32
ko:K20648	ARHGAP36; Rho GTPase-activating protein 36
ko:K20649	ARHGAP39; Rho GTPase-activating protein 39
ko:K20650	OPHN1, ARHGAP41; oligophrenin-1
ko:K20651	ARHGAP42, GRAF3; Rho GTPase-activating protein 42
ko:K20652	SH3BP1, ARHGAP43; SH3-domain binding protein 1
ko:K20653	GMIP, ARHGAP46; GEM interacting protein
ko:K20654	TAGAP, ARHGAP47; T-cell activation Rho GTPase-activating protein
ko:K20655	SYDE; Rho GTPase-activating protein SYDE
ko:K20656	TMEM189; transmembrane protein 189
ko:K20657	CPS-KS; ent-copalyl diphosphate/ent-kaurene synthase [EC:5.5.1.13 4.2.3.19]
ko:K20658	PSM; alpha/beta-amyrin synthase [EC:5.4.99.40 5.4.99.39]
ko:K20659	LUS; lupeol synthase [EC:5.4.99.41]
ko:K20660	CYP709; cytochrome P450 family 709
ko:K20661	CYP714A1; cytochrome P450 family 714 subfamily A polypeptide 1
ko:K20662	CYP714A2; gibberellin 13-/12alpha-oxidase [EC:1.14.-.-]
ko:K20663	CYP714D1; gibberellin 16alpha,17-epoxidase [EC:1.14.-.-]
ko:K20664	CYP716A14; cytochrome P450 family 716 subfamily A polypeptide 14 [EC:1.14.-.-]
ko:K20665	CYP94B; jasmonoyl-isoleucine 12-hydroxylase [EC:1.14.-.-]
ko:K20666	CYP714B; gibberellin 13-oxidase [EC:1.14.-.-]
ko:K20667	CYP716A; beta-amyrin 28-monooxygenase [EC:1.14.13.201]
ko:K20668	DEF; defensin
ko:K20669	DPT; diptericin
ko:K20670	DRS; drosomycin
ko:K20671	PSH; serine protease persephone [EC:3.4.21.-]
ko:K20672	SPE; spatzle-processing enzyme [EC:3.4.21.-]
ko:K20673	GRASS; gram-positive specific serine protease [EC:3.4.21.-]
ko:K20674	MODSP; modular serine protease [EC:3.4.21.-]
ko:K20675	SPIRIT; serine protease immune response integrator
ko:K20676	SPHEROIDE; spheroide [EC:3.4.21.-]
ko:K20677	HAYAN; serine protease Hayan [EC:3.4.21.-]
ko:K20678	fcf2; dTDP-fucopyranose mutase [EC:5.4.99.59]
ko:K20679	fdtA; TDP-4-oxo-6-deoxy-alpha-D-glucose-3,4-oxoisomerase [EC:5.3.2.3]
ko:K20680	fdtB; dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose transaminase [EC:2.6.1.90]
ko:K20681	ftdC; dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase [EC:2.3.1.197]
ko:K20682	ravNMT; dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose N,N-dimethyltransferase [EC:2.1.1.236]
ko:K20683	ARHGEF3_8; Rho guanine nucleotide exchange factor 3/8
ko:K20684	ARHGEF5; Rho guanine nucleotide exchange factor 5
ko:K20685	MCF2, ARHGEF14_21_22; guanine nucleotide exchange factor MCF2
ko:K20686	ARHGEF9; Rho guanine nucleotide exchange factor 9
ko:K20687	ARHGEF15; Rho guanine nucleotide exchange factor 15
ko:K20688	ARHGEF16; Rho guanine nucleotide exchange factor 16
ko:K20689	ARHGEF17; Rho guanine nucleotide exchange factor 17
ko:K20690	ARHGEF25; Rho guanine nucleotide exchange factor 25
ko:K20691	ARHGEF19, WGEF; Rho guanine nucleotide exchange factor 19
ko:K20692	GNBP3; gram-negative bacteria-binding protein 3
ko:K20693	SPHINX; sphinx [EC:3.4.21.-]
ko:K20694	SPZ; protein spaetzle
ko:K20695	IM1_2_3; immune-induced peptide 1/2/3
ko:K20696	CEC; cecropin
ko:K20697	GNBP1; gram-negative bacteria-binding protein 1
ko:K20698	NEC; necrotic
ko:K20699	IMD; immune deficiency
ko:K20700	KEY; NF-kappa-B essential modulator
ko:K20701	PIRK; poor Imd response upon knock-in
ko:K20702	IM4; immune-induced peptide 4
ko:K20703	FAF1; FAS-associated factor 1
ko:K20704	ECT2, ARHGEF31; protein ECT2
ko:K20705	DNMBP, ARHGEF36, TUBA; dynamin-binding protein
ko:K20706	PFI; polyenoic fatty acid isomerase [EC:5.3.3.13]
ko:K20707	E5.1.1.5; lysine racemase [EC:5.1.1.5]
ko:K20708	E5.1.1.21; isoleucine 2-epimerase [EC:5.1.1.21]
ko:K20709	PAM; phenylalanine aminomutase (L-beta-phenylalanine forming) [EC:5.4.3.10]
ko:K20710	ARHGEF37; Rho guanine nucleotide exchange factor 37
ko:K20711	ARHGEF38; Rho guanine nucleotide exchange factor 38
ko:K20712	glnA; 3-(hydroxyamino)phenol mutase [EC:5.4.4.3]
ko:K20713	rpcG; R-phycocyanin alpha-cysteine-84 phycourobilin lyase/isomerase [EC:4.4.1.33]
ko:K20714	OXI1; serine/threonine-protein kinase OXI1 [EC:2.7.11.1]
ko:K20715	PHOT; phototropin [EC:2.7.11.1]
ko:K20716	MAPKKK17_18; mitogen-activated protein kinase kinase kinase 17/18
ko:K20717	YDA; mitogen-activated protein kinase kinase kinase YODA [EC:2.7.11.25]
ko:K20718	ER; LRR receptor-like serine/threonine-protein kinase ERECTA [EC:2.7.11.1]
ko:K20719	SIGMAR1; sigma non-opioid intracellular receptor
ko:K20720	RTN4; reticulon-4
ko:K20721	RTN1; reticulon-1
ko:K20722	RTN2; reticulon-2
ko:K20723	RTN3; reticulon-3
ko:K20724	TMEM33; transmembrane protein 33
ko:K20725	MKS1; MAP kinase substrate 1
ko:K20726	TMEM222; transmembrane protein 222
ko:K20727	PDF1.2; defensin-like protein 16
ko:K20728	VSP2; vegetative storage protein 2
ko:K20729	EPF1_2; protein EPIDERMAL PATTERNING FACTOR 1/2
ko:K20730	FDL; beta-hexosaminidase Fdl [EC:3.2.1.52]
ko:K20731	TTR; transthyretin
ko:K20732	GPNMB; transmembrane glycoprotein NMB
ko:K20733	MSLN; mesothelin
ko:K20734	SERPINA7, TBG; thyroxine-binding globulin
ko:K20735	ALOX5AP, FLAP; arachidonate 5-lipoxygenase-activating protein
ko:K20736	A3GALT2; alpha-1,3-galactosyltransferase 2 [EC:2.4.1.87]
ko:K20737	EAPA; endothiapepsin [EC:3.4.23.22]
ko:K20738	E3.4.22.6; chymopapain [EC:3.4.22.6]
ko:K20739	E3.4.22.30; caricain [EC:3.4.22.30]
ko:K20740	E3.4.22.25; glycyl endopeptidase [EC:3.4.22.25]
ko:K20741	VCATH; V-cath endopeptidase [EC:3.4.22.50]
ko:K20742	ykfC; gamma-D-glutamyl-L-lysine dipeptidyl-peptidase [EC:3.4.14.13]
ko:K20743	E3.4.23.32; scytalidopepsin B [EC:3.4.23.32]
ko:K20744	npr; mycolysin [EC:3.4.24.31]
ko:K20745	E3.4.24.49; bothropasin [EC:3.4.24.49]
ko:K20746	E3.4.24.42; atrolysin C [EC:3.4.24.42]
ko:K20747	E3.4.24.43; atroxase [EC:3.4.24.43]
ko:K20748	E3.4.24.58; russellysin [EC:3.4.24.58]
ko:K20749	E3.4.24.32; beta-lytic metalloendopeptidase [EC:3.4.24.32]
ko:K20750	bapA; beta-peptidyl aminopeptidase [EC:3.4.11.25]
ko:K20751	E3.4.21.99; spermosin [EC:3.4.21.99]
ko:K20752	E3.4.21.49; hypodermin C [EC:3.4.21.49]
ko:K20753	E3.4.21.86; limulus clotting enzyme [EC:3.4.21.86]
ko:K20754	pstI; aqualysin 1 [EC:3.4.21.111]
ko:K20755	E3.4.21.121; Lys-Lys/Arg-Xaa endopeptidase [EC:3.4.21.121]
ko:K20756	E3.4.21.103; physarolisin [EC:3.4.21.103]
ko:K20757	dthadh; threo-3-hydroxy-D-aspartate ammonia-lyase [EC:4.3.1.27]
ko:K20758	hbzF; maleylpyruvate hydrolase [EC:3.7.1.23]
ko:K20759	naaC; 2-oxo-3-(5-oxofuran-2-ylidene)propanoate lactonase [EC:3.1.1.91]
ko:K20760	scnA; thiocyanate hydrolase subunit alpha [EC:3.5.5.8]
ko:K20761	scnB; thiocyanate hydrolase subunit beta [EC:3.5.5.8]
ko:K20762	scnC; thiocyanate hydrolase subunit gamma [EC:3.5.5.8]
ko:K20763	naaA; 5-nitroanthranilic acid aminohydrolase [EC:3.5.99.8]
ko:K20764	nnhA; 2-nitroimidazole nitrohydrolase [EC:3.5.99.9]
ko:K20765	camK; 6-oxocamphor hydrolase [EC:3.7.1.18]
ko:K20766	E3.5.5.5; arylacetonitrilase [EC:3.5.5.5]
ko:K20767	CYP71BL1; germacrene A acid 8beta-hydroxylase [EC:1.14.-.-]
ko:K20768	CYP94A2; cytochrome P450 family 94 subfamily A polypeptide 2
ko:K20769	CYP94A5; fatty acid omega-hydroxylase [EC:1.14.-.-]
ko:K20770	CYP706B1; (+)-delta-cadinene 8-hydroxylase [EC:1.14.-.-]
ko:K20771	CYP711A1; carlactone C-19 oxidase [EC:1.14.-.-]
ko:K20772	ACS1_2_6; 1-aminocyclopropane-1-carboxylate synthase 1/2/6 [EC:4.4.1.14]
ko:K20773	RBBP8, CTIP; DNA endonuclease RBBP8 [EC:3.1.-.-]
ko:K20774	FAM175A, ABRA1; BRCA1-A complex subunit Abraxas
ko:K20775	UIMC1, RAP80; BRCA1-A complex subunit RAP80
ko:K20776	BABAM, NBA1, MERIT40; BRISC and BRCA1-A complex member 1
ko:K20777	EXD2; exonuclease 3'-5' domain-containing protein 2 [EC:3.1.11.1]
ko:K20778	RAD51AP1; RAD51-associated protein 1
ko:K20779	RNF168; E3 ubiquitin-protein ligase RNF168 [EC:2.3.2.27]
ko:K20780	MDC1; mediator of DNA damage checkpoint protein 1
ko:K20781	SGT1; peptidyl serine alpha-galactosyltransferase [EC:2.4.1.-]
ko:K20782	HPAT; hydroxyproline O-arabinosyltransferase [EC:2.4.2.58]
ko:K20783	RRA; arabinosyltransferase [EC:2.4.2.-]
ko:K20784	XEG113; arabinosyltransferase [EC:2.4.2.-]
ko:K20785	CYP79E1_2; tyrosine N-monooxygenase [EC:1.14.14.36]
ko:K20786	nidA2; niddamycin polyketide synthase 2
ko:K20787	fscC; candicidin polyketide synthase FscC
ko:K20788	mxaE; myxalamid-type polyketide synthase MxaE
ko:K20789	CYP140A7; cytochrome P450 hydroxylase [EC:1.14.-.-]
ko:K20790	NME5; nucleoside diphosphate kinase homolog 5
ko:K20791	NAA10_11, ARD1_2; N-alpha-acetyltransferase 10/11 [EC:2.3.1.255]
ko:K20792	NAA15_16; N-alpha-acetyltransferase 15/16, NatA auxiliary subunit
ko:K20793	NAA50, NAT5; N-alpha-acetyltransferase 50 [EC:2.3.1.258]
ko:K20794	NAA40, NAT4; N-alpha-acetyltransferase 40 [EC:2.3.1.257]
ko:K20795	PRDM6; histone-lysine N-methyltransferase PRDM6 [EC:2.1.1.43]
ko:K20796	PRDM7_9; histone-lysine N-methyltransferase PRDM7/9 [EC:2.1.1.43]
ko:K20797	PRDM8; PR domain zinc finger protein 8 [EC:2.1.1.-]
ko:K20798	HENMT1; small RNA 2'-O-methyltransferase [EC:2.1.1.-]
ko:K20799	FAM175B, ABRO1; BRISC complex subunit Abro1
ko:K20800	DPCD; protein DPCD
ko:K20801	ltaA; L-allo-threonine aldolase [EC:4.1.2.49]
ko:K20802	HNL; (R)-mandelonitrile lyase [EC:4.1.2.10]
ko:K20803	UBE3D; ubiquitin-protein ligase E3 D [EC:2.3.2.26]
ko:K20804	RNF34; E3 ubiquitin-protein ligase RNF34 [EC:2.3.2.27]
ko:K20805	RNF169; E3 ubiquitin-protein ligase RNF169 [EC:2.3.2.27]
ko:K20806	bxn; bromoxynil nitrilase [EC:3.5.5.6]
ko:K20807	nthB; nitrile hydratase subunit beta [EC:4.2.1.84]
ko:K20808	cbdB; 2-halobenzoate 1,2-dioxygenase small subunit [EC:1.14.12.13]
ko:K20809	cbdC; 2-halobenzoate 1,2-dioxygenase electron transfer component [EC:1.18.1.3]
ko:K20810	mqnX; aminodeoxyfutalosine deaminase [EC:3.5.4.40]
ko:K20811	inuJ; inulosucrase [EC:2.4.1.9]
ko:K20812	glgA; glycogen synthase [EC:2.4.1.242]
ko:K20813	TDG; thymine-DNA glycosylase [EC:3.2.2.29]
ko:K20814	dop; Pup amidohydrolase [EC:3.5.1.119]
ko:K20815	NAT2; N-terminal acetyltransferase 2
ko:K20816	sttH; streptothricin hydrolase [EC:3.5.2.19]
ko:K20817	E3.5.1.83; N-acyl-D-aspartate deacylase [EC:3.5.1.83]
ko:K20818	KXD1, BORCS4; KxDL motif-containing protein 1
ko:K20819	BORCS5, LOH12CR1; BLOC-1 related complex subunit 5
ko:K20820	BORCS6; BLOC-1 related complex subunit 6
ko:K20821	BORCS7; BLOC-1 related complex subunit 7
ko:K20822	MEF2BNB, BORCS8; BLOC-1 related complex subunit 8
ko:K20823	NAA35, MAK10; N-alpha-acetyltransferase 35, NatC auxiliary subunit
ko:K20824	NAA38; N-alpha-acetyltransferase 38, NatC auxiliary subunit
ko:K20825	FAM20B; glycosaminoglycan xylosylkinase [EC:2.7.1.-]
ko:K20826	RPAP1; RNA polymerase II-associated protein 1
ko:K20827	RPAP2; RNA polymerase II subunit B1 CTD phosphatase RPAP2 [EC:3.1.3.16]
ko:K20828	ZNF143_76, STAF; zinc finger protein 143/76
ko:K20829	celS; cellulose 1,4-beta-cellobiosidase [EC:3.2.1.176]
ko:K20830	por; beta-porphyranase [EC:3.2.1.178]
ko:K20831	ugl; gellan tetrasaccharide unsaturated glucuronyl hydrolase [EC:3.2.1.179]
ko:K20832	EN3GAL; galactan endo-beta-1,3-galactanase [EC:3.2.1.181]
ko:K20833	SGUS; baicalin-beta-D-glucuronidase [EC:3.2.1.167]
ko:K20834	F26G; protodioscin 26-O-beta-D-glucosidase [EC:3.2.1.186]
ko:K20835	P60; avenacosidase [EC:3.2.1.188]
ko:K20836	bgpA; ginsenosidase type III [EC:3.2.1.191]
ko:K20837	dnhA_B; 2,4-dinitroanisole O-demethylase [EC:3.3.2.14]
ko:K20838	NAT8; N-acetyltransferase 8 [EC:2.3.1.80 2.3.1.-]
ko:K20839	RSKL; ribosomal protein S6 kinase-like
ko:K20840	SLC46A3; MFS transporter, PCFT/HCP family, solute carrier family 46, member 3
ko:K20841	denA; T4 deoxyribonuclease II [EC:3.1.21.8]
ko:K20842	denB; T4 deoxyribonuclease IV [EC:3.1.21.9]
ko:K20843	GALT2S; hydroxyproline O-galactosyltransferase 2/3/4/5/6 [EC:2.4.1.-]
ko:K20844	abf1; non-reducing end alpha-L-arabinofuranosidase [EC:3.2.1.55]
ko:K20845	txyA; endo-1,3-beta-xylanase [EC:3.2.1.32]
ko:K20846	cgkA; kappa-carrageenase [EC:3.2.1.83]
ko:K20847	g2d; glucan 1,6-alpha-isomaltosidase [EC:3.2.1.94]
ko:K20848	1-FEH; fructan beta-(2,1)-fructosidase [EC:3.2.1.153]
ko:K20849	6-FEH; fructan beta-(2,6)-fructosidase [EC:3.2.1.154]
ko:K20850	cgiA; iota-carrageenase [EC:3.2.1.157]
ko:K20851	agaA; alpha-agarase [EC:3.2.1.158]
ko:K20852	E3.2.1.161; beta-apiosyl-beta-glucosidase [EC:3.2.1.161]
ko:K20853	cglA; lambda-carrageenase [EC:3.2.1.162]
ko:K20854	HPGT, B3GALT9_10_11; hydroxyproline O-galactosyltransferase HPGT [EC:2.4.1.-]
ko:K20855	B3GALT1S; beta-1,3-galactosyltransferase 1/2/3/4/5/7/8 [EC:2.4.1.-]
ko:K20856	GALT31A, B3GALT6; beta-1,6-galactosyltransferase [EC:2.4.1.-]
ko:K20857	PANX2_3; pannexin 2/3
ko:K20858	MCU; calcium uniporter protein, mitochondrial
ko:K20859	phnPP; phosphoribosyl 1,2-cyclic phosphate 1,2-diphosphodiesterase [EC:3.1.4.57]
ko:K20860	FHY1; FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]
ko:K20861	ybjI; FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]
ko:K20862	yigB; FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]
ko:K20863	NLRP6, NALP6; NACHT, LRR and PYD domains-containing protein 6
ko:K20864	NLRP7, NALP7; NACHT, LRR and PYD domains-containing protein 7
ko:K20865	NLRP12; NACHT, LRR and PYD domains-containing protein 12
ko:K20866	yihX; glucose-1-phosphatase [EC:3.1.3.10]
ko:K20867	GAUT12S; galacturonosyltransferase 12/13/14/15 [EC:2.4.1.-]
ko:K20868	ATG16L2; autophagy-related protein 16-2
ko:K20869	IRX9; putative beta-1,4-xylosyltransferase IRX9 [EC:2.4.2.-]
ko:K20870	IRX10; putative beta-1,4-xylosyltransferase IRX10 [EC:2.4.2.-]
ko:K20871	IRX14; putative beta-1,4-xylosyltransferase IRX14 [EC:2.4.2.-]
ko:K20872	NEK2; NIMA (never in mitosis gene a)-related kinase 2 [EC:2.7.11.1]
ko:K20873	NEK3; NIMA (never in mitosis gene a)-related kinase 3 [EC:2.7.11.1]
ko:K20875	NEK6; NIMA (never in mitosis gene a)-related kinase 6 [EC:2.7.11.1]
ko:K20876	NEK7; NIMA (never in mitosis gene a)-related kinase 7 [EC:2.7.11.1]
ko:K20877	NEK8; NIMA (never in mitosis gene a)-related kinase 8 [EC:2.7.11.1]
ko:K20878	NEK9, NERCC1; NIMA (never in mitosis gene a)-related kinase 9 [EC:2.7.11.1]
ko:K20879	NEK10; NIMA (never in mitosis gene a)-related kinase 10 [EC:2.7.11.1]
ko:K20880	NEK11; NIMA (never in mitosis gene a)-related kinase 11 [EC:2.7.11.1]
ko:K20881	yrfG; 5'-nucleotidase [EC:3.1.3.5]
ko:K20882	hadA; (R)-2-hydroxy-4-methylpentanoate CoA-transferase [EC:2.8.3.24]
ko:K20883	wbgN; alpha-1,2-colitosyltransferase [EC:2.4.1.341]
ko:K20884	FHY; riboflavin kinase / FMN hydrolase [EC:2.7.1.26 3.1.3.102]
ko:K20885	K20885; beta-1,2-mannobiose phosphorylase / 1,2-beta-oligomannan phosphorylase [EC:2.4.1.339 2.4.1.340]
ko:K20886	GLT6D1; glycosyltransferase 6 domain-containing protein 1 [EC:2.4.1.-]
ko:K20887	CSLC4; xyloglucan glycosyltransferase 4 [EC:2.4.1.-]
ko:K20888	MUR3; xyloglucan galactosyltransferase MUR3 [EC:2.4.1.-]
ko:K20889	IRX7, FRA8, F8H; probable glucuronoxylan glucuronosyltransferase IRX7 [EC2.4.1.-]
ko:K20890	GUX; xylan alpha-glucuronosyltransferase [EC:2.4.1.-]
ko:K20891	GLCAT14; beta-glucuronosyltransferase [EC:2.4.1.-]
ko:K20892	RAY1; beta-arabinofuranosyltransferase [EC:2.4.2.-]
ko:K20893	PARVUS, GLZ1, GATL1; probable galacturonosyltransferase-like 1 [EC:2.4.1.-]
ko:K20894	SHARPIN; shank-associated RH domain-interacting protein
ko:K20895	ylmB; formylaminopyrimidine deformylase [EC:3.5.1.-]
ko:K20896	TENA_E; formylaminopyrimidine deformylase / aminopyrimidine aminohydrolase [EC:3.5.1.- 3.5.99.-]
ko:K20897	GBP2; guanylate-binding protein 2
ko:K20898	GBP5; guanylate-binding protein 5
ko:K20899	GBP1_3_4_7; guanylate-binding protein 1/3/4/7
ko:K20900	dthD; D-threitol dehydrogenase (NAD+) [EC:1.1.1.403]
ko:K20901	lerK; L-erythrulose 4-kinase [EC:2.7.1.209]
ko:K20902	derK; D-erythrulose 4-kinase [EC:2.7.1.210]
ko:K20903	hgdA; (R)-2-hydroxyglutaryl-CoA dehydratase subunit alpha [EC:4.2.1.167]
ko:K20904	hgdB; (R)-2-hydroxyglutaryl-CoA dehydratase subunit beta [EC:4.2.1.167]
ko:K20905	lerI; L-erythrulose 4-phosphate epimerase [EC:5.1.3.39]
ko:K20906	hcmA; 2-hydroxyisobutanoyl-CoA mutase large subunit [EC:5.4.99.64]
ko:K20907	hcmB; 2-hydroxyisobutanoyl-CoA mutase small subunit [EC:5.4.99.64]
ko:K20908	GBP6; guanylate-binding protein 6
ko:K20909	ANTXR; anthrax toxin receptor
ko:K20910	TXNIP; thioredoxin-interacting protein
ko:K20911	PYDC2, POP2; pyrin domain-containing protein 2
ko:K20912	CARD10; caspase recruitment domain-containing protein 10
ko:K20913	CARD14; caspase recruitment domain-containing protein 14
ko:K20914	IFI16; gamma-interferon-inducible protein 16
ko:K20915	TP53BP1, P202; tumor suppressor p53-binding protein 1
ko:K20916	POP3; pyrin domain-only protein 3
ko:K20917	GSDMD; gasdermin-D
ko:K20918	vpsT; LuxR family transcriptional regulator, positive regulator of biofilm formation
ko:K20919	vpsR, cpsR; sigma-54 dependent transcriptional regulator, positive regulator of biofilm formation
ko:K20920	vpsM; polysaccharide biosynthesis protein VpsM
ko:K20921	vpsD, epsF; polysaccharide biosynthesis protein VpsD
ko:K20922	vpsI; polysaccharide biosynthesis protein VpsI
ko:K20923	CSLF; mixed-linked glucan synthase [EC:2.4.1.-]
ko:K20924	CSLD; cellulose synthase-like protein [EC:2.4.1.-]
ko:K20925	GYPB, CD235b; glycophorin B
ko:K20926	cap3B; cellobiuronic acid synthase [EC:2.4.1.-]
ko:K20927	mpdB; 2-methyl-1,2-propanediol dehydrogenase [EC:1.1.1.400]
ko:K20928	mpdC; 2-hydroxy-2-methylpropanal dehydrogenase [EC:1.2.1.98]
ko:K20929	GLX; glyoxal/methylglyoxal oxidase [EC:1.2.3.15]
ko:K20930	pmi; phosphinomethylmalate isomerase [EC:4.2.1.166]
ko:K20931	cnbZ; 2-aminomuconate deaminase (2-hydroxymuconate-forming) [EC:3.5.99.11]
ko:K20932	K20932; hydrazine synthase subunit [EC:1.7.2.7]
ko:K20933	K20933; hydrazine synthase subunit [EC:1.7.2.7]
ko:K20934	K20934; hydrazine synthase subunit [EC:1.7.2.7]
ko:K20935	hdh; hydrazine dehydrogenase [EC:1.7.2.8]
ko:K20936	bdh; 1-butanol dehydrogenase (cytochrome c) [EC:1.1.2.9]
ko:K20937	boh; 1-butanol dehydrogenase (quinone) [EC:1.1.5.11]
ko:K20938	ladA; long-chain alkane monooxygenase [EC:1.14.14.28]
ko:K20939	ind2; beta-methylindole-3-pyruvate reductase [EC:1.1.1.397]
ko:K20940	phzS; 5-methylphenazine-1-carboxylate 1-monooxygenase [EC:1.14.13.218]
ko:K20941	graF; gamma-resorcylate decarboxylase [EC:4.1.1.103]
ko:K20942	graA; resorcinol 4-hydroxylase (FADH2) [EC:1.14.14.27]
ko:K20943	E1.14.13.219; resorcinol 4-hydroxylase (NADPH) [EC:1.14.13.219]
ko:K20944	tsdB; resorcinol 4-hydroxylase (NADH) [EC:1.14.13.220]
ko:K20945	vpsU; tyrosine-protein phosphatase [EC:3.1.3.48]
ko:K20946	vpsE; polysaccharide biosynthesis protein VpsE
ko:K20947	vpsF; polysaccharide biosynthesis protein VpsF
ko:K20948	vpsJ; polysaccharide biosynthesis protein VpsJ
ko:K20949	vpsP; polysaccharide biosynthesis protein VpsP
ko:K20950	vpsQ; polysaccharide biosynthesis protein VpsQ
ko:K20951	bap1; extracellular matrix protein
ko:K20952	rbmC; rugosity and biofilm structure modulator C
ko:K20953	rbmA; rugosity and biofilm structure modulator A
ko:K20954	acgB; diguanylate cyclase [EC:2.7.7.65]
